scientificName,subtitle,allianceType,fullName,link,MCV (1995),NVCS (2009),Calveg,Holland,Munz,WHR,CDFW CA Code,Formation Class,Formation Subclass,Formation,Division,Macro Group,Group,Life forms,Seed storage,Seed longevity,Mode of dispersal,Germination agents,Mode of sprouting,Survivability after fire/disturbance,Disturbance-stimulated flowering,Recruitment,Fire return interval,Seasonality,Size/extent,Complexity,Intensity,Severity,Type,Regional knowledge
"Ceanothus (oliganthus, tomentosus)",Hairy leaf - woolly leaf ceanothus chaparral,Shrubland Alliance,"Ceanothus (oliganthus, tomentosus) Shrubland Alliance",https://vegetation.cnps.org/alliance/166,Hairyleaf ceanothus series,Ceanothus oliganthus shrubland alliance,Ceanothus chaparral,"Northern mixed chaparral, Southern mixed chaparral, Mixed montane chaparral, Upper Sonoran ceanothus chaparral, Mesic north slope chaparral",Chaparral,Mixed chaparral,37.207.00,Mesomorphic Shrub and Herb Vegetation (Shrubland and Grassland),Mediterranean Scrub and Grassland,Mediterranean Scrub,California Scrub,California Chaparral,Californian pre-montane chaparral,Shrub; evergreen,Soil,Long,Animal; expulsion from capsule,Heat,Buds on large branches or trunks; underground structures (root crown),Fire-hardy; high sprouter,No,Episodic,Medium (25-100 years),Summer-early fall,Medium to large; up to and beyond stand,Low,High,Very high,Active-independent crown fire,Central California
Ceanothus megacarpus,Bigpod ceanothus chaparral,Shrubland Alliance,Ceanothus megacarpus Shrubland Alliance,https://vegetation.cnps.org/alliance/165,"Bigpod ceanothus series, Bigpod ceanothus-birchleaf mountain-mahogany series, Bigpod ceanothus-hollyleaf redberry series",Ceanothus megacarpus shrubland alliance,Ceanothus chaparral,Ceanothus megacarpus chaparral,Chaparral,Mixed chaparral,37.201.00,Mesomorphic Shrub and Herb Vegetation (Shrubland and Grassland),Mediterranean Scrub and Grassland,Mediterranean Scrub,California Scrub,California Chaparral,Californian xeric chaparral,Shrub; evergreen,Soil,Long,Animal; expulsion from capsule,Heat; scarification,None,Fire-sensitive; no/low sprouting; canopy architecture susceptible (promotes fire),No,High,Medium (25-55 years),Late summer-fall,Medium to large; up to and beyond stand,Low,High,Very high,Active-independent crown fire,South and Central Coast and ranges
Ceanothus leucodermis,Chaparral whitethorn chaparral,Shrubland Alliance,Ceanothus leucodermis Shrubland Alliance,https://vegetation.cnps.org/alliance/164,"Chaparral whitethorn series, Scrub oak-chaparral whitethorn series",Ceanothus leucodermis shrubland alliance,Ceanothus chaparral,"Mixed montane chaparral, Montane ceanothus chaparral, Whitethorn chaparral",Chaparral,Mixed chaparral,37.205.00,Mesomorphic Shrub and Herb Vegetation (Shrubland and Grassland),Mediterranean Scrub and Grassland,Mediterranean Scrub,California Scrub,California Chaparral,Californian pre-montane chaparral,Shrub; evergreen,Soil,Long,Animal; expulsion from capsule,Chemical; heat; stratification—summer; stratification—winter,Buds on small branches; none (north of Tulare Co.); underground structures,Fire-hardy (south of Tulare Co.); high sprouter to fire-sensitive (south of Tulare Co.),No,Episodic (disturbance dependent),Medium (25-65 years),Summer-early fall,Medium to large; up to and beyond stand,Low,High,Very high,Active-independent crown fire,"Central and southern California, Sierra Nevada"
Ceanothus integerrimus,Deer brush chaparral,Shrubland Alliance,Ceanothus integerrimus Shrubland Alliance,https://vegetation.cnps.org/alliance/163,Deerbrush series,Ceanothus integerrimus shrubland alliance,"Deerbrush, Upper montane mixed chaparral","Mixed montane chaparral, Montane ceanothus chaparral, Deerbrush chaparral",Chaparral,"Mixed chaparral, Montane chaparral",37.206.00,Mesomorphic Shrub and Herb Vegetation (Shrubland and Grassland),Temperate and Boreal Shrubland and Grassland,"Temperate Grassland, Meadow, and Shrubland",Vancouverian and Rocky Mountain Grassland and Shrubland,Western Cordilleran Montane Shrubland and Grassland,Southern Vancouverian montane deciduous scrub,Shrub; winter deciduous,Soil,Long,Animal; expulsion from capsule,Chemical; heat; scarification; stratification—summer; stratification—winter,Buds on small branches; underground structures,Fire-hardy; low flammability; high sprouter,No,Episodic,Medium (10-50+ years),Summer-early fall,Medium to large; up to and beyond stand,Moderate,Moderate,Moderate to very high,Surface to active-independent crown fire,Sierra Nevada
Ceanothus greggii - Fremontodendron californicum,Cup leaf ceanothus - California flannelbush chaparral,Shrubland Alliance,Ceanothus greggii - Fremontodendron californicum Shrubland Alliance,https://vegetation.cnps.org/alliance/162,Cupleaf ceanothus-fremontia-oak series,Ceanothus greggii-Fremontodendron californicum shrubland alliance,"Great Basin-Mixed chaparral transition, Ceanothus chaparral","Chamise chaparral, Semi-desert chaparral, Northern north slope chaparral, Flannel bush chaparral",Chaparral,"Chamise-redshank chaparral, Mixed chaparral",37.212.00,Mesomorphic Shrub and Herb Vegetation (Shrubland and Grassland),Temperate and Boreal Shrubland and Grassland,"Temperate Grassland, Meadow, and Shrubland",Western North America Interior Sclerophyllous Shrubland,Warm Interior Chaparral,Mogollion Rim chaparral,Shrub; evergreen,Soil,Long,Animal; expulsion from capsule,Heat; chemical; stratification—summer; stratification—winter,None (rarely sprouting),Fire-sensitive; high flammability; canopy architecture susceptible,No,Low to high; episodic,Medium (10-100 years),Late summer-fall,Medium to large; stand size or larger,High to moderate,Moderate,Moderate,Surface,"Sierra Nevada, southern California"
Ceanothus cuneatus,"Wedge leaf ceanothus chaparral, Buck brush chaparral",Shrubland Alliance,Ceanothus cuneatus Shrubland Alliance,https://vegetation.cnps.org/alliance/161,"Wedgeleaf ceanothus series, Chamise-wedgeleaf ceanothus series",Ceanothus cuneatus shrubland alliance,"Ultramafic mixed shrub, Chamise, Wedgeleaf ceanothus, Lower montane mixed chaparral","Northern mixed chaparral, Chamise chaparral, Serpentine chaparral, Buck brush chaparral",Chaparral,"Chamise-redshank chaparral, Mixed chaparral",37.211.00,Mesomorphic Shrub and Herb Vegetation (Shrubland and Grassland),Mediterranean Scrub and Grassland,Mediterranean Scrub,California Scrub,California Chaparral,Californian xeric chaparral,Shrub; evergreen,Soil,Long,Animal; expulsion from capsule; gravity,Chemical; heat; stratification—winter,None (rare),Fire-sensitive; high flammability; no/low sprouting; canopy architecture susceptible,No,Low to high,Medium (20-100 years),Summer-early fall,Medium to large; up to and beyond stand,Low to moderate,Moderate to high,Very high,Active-independent crown fire,"Cascades; Central Coast, Sierra Nevada; southern California"
Ceanothus crassifolius,Hoary leaf ceanothus chaparral,Shrubland Alliance,Ceanothus crassifolius Shrubland Alliance,https://vegetation.cnps.org/alliance/160,"Chamise-hoaryleaf ceanothus series, Hoaryleaf ceanothus",Adenostoma fasciculatum shrubland alliance,Lower montane mixed chaparral,"Granitic southern mixed chaparral, Mafic southern mixed chaparral, Chamise chaparral",Chaparral,"Chamise-redshank chaparral, Mixed chaparral",37.208.00,Mesomorphic Shrub and Herb Vegetation (Shrubland and Grassland),Mediterranean Scrub and Grassland,Mediterranean Scrub,California Scrub,California Chaparral,Californian xeric chaparral,Shrub; evergreen,Soil,Long,Animal; expulsion from capsule,Heat,None,Fire-sensitive; thin epidermis; no/low sprouter; canopy architecture susceptible,No,Medium (obligate seeder),Medium (10-100 years),Late summer-fall,Medium to large; up to and beyond stand,Low to moderate,High,High to very high,Active-independent crown fire,Southern California
Bursera microphylla,Elephant tree stands,Woodland Special Stands,Bursera microphylla Woodland Special Stands,https://vegetation.cnps.org/alliance/16,Elephant tree stands,Not treated,Elephant tree,Elephant tree woodland,Creosote bush scrub,"Desert succulent shrub, Desert wash",33.120.00,Xeromorphic Scrub and Herb Vegetation (Semi-Desert),Warm Semi-Desert Scrub and Grassland,Warm Semi-Desert Scrub and Grassland,Sonoran and Chihuahuan Semi-Desert Scrub and Grassland,Viscaino-Baja California Desert Scrub,Baja California del Norte Gulf Coast-ocotillo-limberbush—creosote bush desert scrub,,,,,,,,,,,,,,,,,
Ceanothus cordulatus,Mountain whitethorn chaparral,Shrubland Alliance,Ceanothus cordulatus Shrubland Alliance,https://vegetation.cnps.org/alliance/159,Mountain whitethorn series,Ceanothus cordulatus shrubland alliance,"Ceanothus chaparral, Upper montane mixed chaparral, Mountain whitethorn","Mixed montane chaparral, Montane ceanothus chaparral, Whitethorn chaparral",Chaparral,Montane chaparral,37.209.00,Mesomorphic Shrub and Herb Vegetation (Shrubland and Grassland),Temperate and Boreal Shrubland and Grassland,"Temperate Grassland, Meadow, and Shrubland",Western North America Interior Sclerophyllous Shrubland,Western North American Cool/Montane Sclerophyllous Evergreen Scrub,Californian montane chaparral,Shrub; evergreen,Soil,Long,Animal; expulsion from capsule,Chemical; heat; stratification—summer; stratification—winter,Buds on small branches; underground structures,Fire-sensitive; thin epidermis; no/low sprouting; canopy architecture susceptible,No,Episodic,Medium (20-50+ years),Late summer,Medium to large; up to and beyond stand,Low to moderate,Moderate to high,High to very high,Multiple (surface or active-independent crown fire),Sierra Nevada
Castela emoryi,Crucifixion thorn stands,Shrubland Special Stands,Castela emoryi Shrubland Special Stands,https://vegetation.cnps.org/alliance/158,Crucifixion thorn stands,Not treated,Not treated,Crucifixion thorn woodland,Creosote bush scrub,Desert scrub,33.110.00,Xeromorphic Scrub and Herb Vegetation (Semi-Desert),Warm Semi-Desert Scrub and Grassland,Warm Semi-Desert Scrub and Grassland,Sonoran and Chihuahuan Semi-Desert Scrub and Grassland,Madrean Warm Semi-Desert Wash Woodland/Scrub,Sonoran-Coloradan semi-desert wash woodland/scrub,,,,,,,,,,,,,,,,,
Cassiope mertensiana,White mountain heather heath,Provisional Dwarf Shrubland Alliance,Cassiope mertensiana Provisional Dwarf Shrubland Alliance,https://vegetation.cnps.org/alliance/157,Subalpine wetland shrub habitat,Cassiope mertensiana dwarf shrubland alliance,"Alpine mixed scrub, Wet grasses and forbs","Wet subalpine or alpine meadow, Alpine snowbank margin","Alpine fell-fields, Lodgepole forest, Red fir forest, Subalpine forest","Alpine dwarf-shrub, Wet meadow",91.126.00,,,,,,,,,,,,,,,,,,,,,,,
Cytisus scoparius - Genista monspessulana - Cotoneaster spp.,Broom patches,Shrubland Semi-Natural Alliance,Cytisus scoparius - Genista monspessulana - Cotoneaster spp. Shrubland Semi-Natural Alliance,https://vegetation.cnps.org/alliance/156,Broom series,Cytisus scoparius semi-natural shrubland alliance,Non-native/ornamental shrub,Coastal scrub,Coastal sage scrub,Coastal scrub,32.180.00,Mesomorphic Shrub and Herb Vegetation (Shrubland and Grassland),Mediterranean Scrub and Grassland,Mediterranean Scrub,California Scrub,California Coastal Scrub,Naturalized non-native Mediterranean scrub,Perennial; shrub,Soil,Long,Gravity,Heat; scarification,,Fire-hardy; high sprouter,Yes,High,,,,,,,,
Betula occidentalis,Water birch thicket,Shrubland Alliance,Betula occidentalis Shrubland Alliance,https://vegetation.cnps.org/alliance/155,Water birch series,"Betula occidentalis intermittently flooded shrubland alliance, Betula occidentalis seasonally flooded shrubland alliance, Betula occidentalis temporarily flooded shrubland alliance","Water birch, Riparian mixed shrub, Riparian mixed hardwood, Cottonwood-Alder, Willow","Modoc-Great Basin riparian forest, Modoc-Great Basin riparian scrub",Not treated,Montane riparian,63.610.00,Mesomorphic Tree Vegetation (Forest and Woodland),Temperate Forest,Temperate Flooded and Swamp Forest,Western North America Flooded and Swamp Forest,Western Cordilleran montane-boreal riparian scrub,Great Basin montane riparian scrub,Shrub; tree; winter deciduous,Transient,Short; medium,Water/hydrological; wind,None,Underground structures,Fire-hardy; high sprouter,No,High,Long (rarely burns; fire regime depends on adjacent alliances),Summer-early fall,Small; up to or beyond stand size (depends on landscape),High,Low,Low,Surface fire,"Klamath, Cascade, Modoc Plateau"
Betula glandulosa,Resin birch thickets,Provisional Shrubland Alliance,Betula glandulosa Provisional Shrubland Alliance,https://vegetation.cnps.org/alliance/154,Montane wetland shrub habitat,Betula nana seasonally flooded shrubland alliance,"Water birch, Riparian mixed shrub, Cottonwood-Alder, Willow-Alder","Modoc-Great Basin riparian forest, Modoc-Great Basin riparian scrub",Not treated,Montane riparian,63.620.00,,,,,,,,,,,,,,,,,,,,,,,
Baccharis salicifolia,Mulefat thickets,Shrubland Alliance,Baccharis salicifolia Shrubland Alliance,https://vegetation.cnps.org/alliance/152,Mulefat series,Baccharis salicifolia intermittently flooded shrubland alliance,"Cheesebush (Burrobush), Baccharis (riparian)",Mulefat scrub,Freshwater marsh,"Desert wash, Fresh emergent wetland",63.510.00,Mesomorphic Tree Vegetation (Forest and Woodland),Temperate Forest,Temperate Flooded and Swamp Forest,Western North America Warm Temperate Flooded and Swamp Forest,"Southwestern North American Riparian, Flooded and Swamp Forest",Southwestern North American riparian/wash scrub,Shrub; evergreen,Transient,Short,Wind; water/hydrological,None,Buds on small branches,Fire-sensitive; no/low sprouter; canopy architecture susceptible,No,High; episodic,,,,,,,,
Baccharis pilularis,Coyote brush scrub,Shrubland Alliance,Baccharis pilularis Shrubland Alliance,https://vegetation.cnps.org/alliance/151,Coyote brush series,Baccharis pilularis shrubland alliance,"Coyote brush, North coastal scrub","Northern dune scrub, Northern coastal bluff scrub, Northern (Franciscan) coastal scrub, Northern coyote bush scrub, Northern silk-tassel scrub, Diablan sage scrub","Coastal sage scrub, Northern coastal scrub",Coastal scrub,32.060.00,Mesomorphic Shrub and Herb Vegetation (Shrubland and Grassland),Temperate and Boreal Shrubland and Grassland,Temperate and Boreal Scrub and Herb Coastal Vegetation,Pacific Coast Scrub and Herb Littoral Vegetation,Vancouverian Coastal Dune and Bluff,California Coastal evergreen bluff and dune scrub,Shrub; evergreen,Soil; transient,Short to medium,Wind,None,Underground structures (weak),Fire-sensitive; no/low sprouting; canopy architecture susceptible,No,Medium,Medium (15-50+ years),Summer-early fall,Medium to large; up to and beyond stand,Low to high,Moderate to high,Moderate to very high,Passive-active crown fire,Central Coast
Arbutus menziesii,Madrone forest,Forest Alliance,Arbutus menziesii Forest Alliance,https://vegetation.cnps.org/alliance/15,Tanoak series,Not treated,"Pacific madrone, Tanoak",Mixed evergreen forest,Mixed evergreen forest,Coastal oak woodland,73.200.00,Mesomorphic Tree Vegetation (Forest and Woodland),Temperate Forest,Cool Temperate Forest,Western North America Cool Temperate Forest,Californian-Vancouverian Montane and Foothill Forest,Vancouverian evergreen broadleaf and mixed forest,Tree; evergreen,Soil,Medium,Animal; gravity,Stratification—winter,Buds on large branches or trunks; underground structures,Fire-sensitive; thin epidermis; low/no sprouter to high sprouter (post-burn sprouting depending on size of parent tree),No,Low,Medium,Summer-early fall,Medium to large,Moderate to high,Moderate to high,Low to high,Surface-passive crown to passive-active crown,Cismontane California
Atriplex spinifera,Spinescale scrub,Shrubland Alliance,Atriplex spinifera Shrubland Alliance,https://vegetation.cnps.org/alliance/149,Spinescale series,Atriplex spinifera shrubland alliance,"Saltbush, Alkaline mixed scrub","Desert saltbush scrub, Valley saltbush scrub, Sierra-Tehachapi saltbush scrub, Interior Coast range saltbush scrub","Creosote bush scrub, Shadscale scrub",Alkali desert scrub,36.350.00,Mesomorphic Shrub and Herb Vegetation (Shrubland and Grassland),Temperate and Boreal Shrubland and Grassland,Temperate and Boreal Salt Marsh,Western North American Interior Alkali-Saline Wetland,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,Southwestern North American salt basin and high marsh group,Shrub,Soil,Short,Wind,Inundation (moisture),Buds on large branches or trunks (stem); underground structures (root crown),Fire-hardy; high sprouter,No,High,Long,Summer-early fall,Medium to large,Multiple,Moderate,Moderate to high,Passive-active crown fire,Little
